"","V1","V2","V3"
"(Intercept)",5591.23444009468,5354.0883536533,5838.88432524085
"Zone5",0.908244175731731,0.844473711063165,0.976830269484741
"Make5",0.738363157999715,0.605086881647782,0.900994831695357
