Close
2305.532959
2297.239502
2322.119385
2272.359619
2280.653076
2280.653076
2280.653076
2272.359619
2272.359619
2255.773193
2255.773193
2197.720215
2172.840332
2214.306641
2197.720215
2197.720215
2189.427002
2164.547119
2114.787354
2114.787354
2181.133545
2313.826172
2288.946289
2338.706055
2305.532959
2305.532959
2288.946289
2272.359619
2239.186523
2222.600098
2330.412598
2363.585938
2380.172363
2388.46582
2371.87915
2371.87915
2371.87915
2371.87915
2338.706055
2380.172363
2371.87915
2363.585938
2355.29248
2363.585938
2346.999268
2322.119385
2355.29248
2330.412598
2322.119385
2322.119385
2305.532959
2305.532959
2272.359619
2264.066406
2247.47998
2156.253662
2239.186523
2239.186523
2214.306641
2239.186523
2322.119385
2363.585938
2371.87915
2421.638916
2446.518799
2405.052246
2421.638916
2405.052246
2429.932129
2405.052246
2413.345459
2405.052246
2396.759033
2413.345459
2405.052246
2421.638916
2405.052246
2429.932129
2421.638916
2421.638916
2429.932129
2446.518799
2396.759033
2405.052246
2413.345459
2736.783691
3358.779785
3126.567871
2910.942627
2778.25
2745.076904
3068.514893
3109.981445
3184.62085
3184.62085
3234.380615
3358.779785
3400.246338
3375.366455
3541.232178
3574.405273
3566.112061
3516.352295
3690.51123
3491.472412
3574.405273
3549.525391
3566.112061
3566.112061
3607.578369
3765.150879
4706.438477
4727.171875
4644.23877
4851.570801
5141.835938
5307.70166
5660.166016
5432.100586
5473.567383
5307.70166
5556.5
5805.29834
5888.231445
5784.56543
5805.29834
5846.765137
5846.765137
5805.29834
5929.697754
5971.164063
6344.361816
6551.694336
7007.824707
7132.224121
7774.953613
9039.679688
8417.682617
8728.680664
8583.548828
8293.283203
8293.283203
8500.616211
9081.145508
9205.544922
9500
9700
10225
10975
11375
10850
10100
9875
10600
10450
10000
9375
9575
9425
9900
10050
9975
9725
9975
10075
10075
10050
9900
10025
10725
10550
10925
11050
11200
11075
10800
10775
10600
10350
9950
10025
10475
10375
10150
10025
9975
9925
10125
10100
10500
10500
10700
10575
10200
10200
10075
10650
11675
12475
12150
12150
12175
11850
11875
12300
12050
12600
12900
13000
12950
12925
14000
14075
14075
14150
14850
13825
13875
13575
13450
13725
13625
13525
13225
14400
14225
13925
14000
13900
14575
14175
14550
15100
15900
